,iid
9059,100539816
9060,100539847
9062,100539879
9063,100539906
9065,100539945
9066,100539950
9067,100539964
9068,100540047
9069,100540064
9070,100540074
9071,100540089
9072,100540124
9073,100540134
9074,100540153
9075,100540157
9076,100540189
9077,100540206
9078,100540224
9079,100540255
9080,100540292
9082,100540307
9083,100540334
9084,100540339
9085,100540380
9086,100540390
9088,100540409
9089,100540419
9090,100540429
9091,100540434
9092,100540460
9093,100540465
9094,100540485
9095,100540512
9096,100540536
9097,100540541
9098,100540560
9099,100540612
9100,100540653
9101,100540668
9102,100540687
9104,100540710
9105,100540750
9106,100540885
9107,100540890
9110,100540925
9111,100540930
9112,100540940
9113,100540950
9114,100540955
9115,100540965
9116,100540970
9117,100540975
9118,100541013
9119,100541018
9121,100541060
9122,100541101
9123,100541111
9124,100541121
9125,100541146
9126,100541151
9127,100541166
9128,100541176
9129,100541181
9130,100541185
9131,100541195
9132,100541224
9133,100541229
9134,100541254
9137,100541322
9138,100541342
9139,100541347
9140,100541355
9141,100541359
9143,100541413
9144,100541417
9146,100541459
9147,100541464
9148,100541479
9149,100541504
9151,100541519
9153,100541566
9154,100541571
9155,100541580
9156,100541603
9158,100541625
9160,100541692
9162,100541733
9163,100541746
9164,100541761
9165,100541771
9166,100541781
9167,100541786
9169,100541824
9170,100541882
9171,100541887
9172,100541950
9173,100541963
9174,100542020
9175,100542038
9176,100542068
9178,100542112
9179,100542122
9180,100542127
9181,100542155
9182,100542169
9183,100542178
9184,100542187
9187,100542253
9188,100542258
9189,100542263
9191,100542304
9193,100542398
9195,100542408
9196,100542432
9197,100542496
9198,100542511
9199,100542521
9200,100542526
9201,100542530
9202,100542591
9203,100542624
9204,100542637
9205,100542642
9207,100542678
9209,100542731
9210,100542751
9211,100542766
9212,100542781
9213,100542796
9214,100542805
9215,100542819
9216,100542824
9218,100542851
9219,100542856
9220,100542861
9222,100542875
9223,100542885
9224,100542925
9226,100542958
9228,100543007
9229,100543021
9230,100543026
9231,100543035
9232,100543067
9233,100543097
9234,100543102
9235,100543111
9236,100543121
9237,100543155
9239,100543179
9240,100543184
9241,100543224
9243,100543366
9244,100543371
9245,100543376
9248,100543454
9249,100543490
9250,100543500
9251,100543549
9252,100543573
9253,100543635
9254,100543640
9255,100543670
9257,100543690
9258,100543715
9260,100543734
9261,100543739
9262,100543744
9263,100543759
9264,100543842
9265,100543864
9266,100543869
9267,100543883
9268,100543888
9269,100543898
9270,100543903
9271,100543912
9272,100543932
9273,100543937
9274,100543946
9275,100543966
9276,100543991
9277,100544005
9278,100544067
9280,100544141
9281,100544146
9282,100544160
9283,100544195
9285,100544220
9286,100544234
9288,100544247
9289,100544277
9291,100544314
9292,100544367
9293,100544385
9294,100544460
9295,100544464
9296,100544473
9298,100544510
9299,100544528
9300,100544596
9301,100544609
9302,100544618
9303,100544673
9304,100544678
9305,100544688
9306,100544693
9307,100544703
9308,100544708
9309,100544723
9310,100544733
9311,100544748
9312,100544793
9313,100544811
9314,100544825
9315,100544849
9316,100544854
9317,100544874
9319,100544922
9320,100544951
9322,100544994
9323,100545008
9324,100545017
9325,100545035
9326,100545040
9327,100545104
9328,100545109
9329,100545114
9330,100545119
9331,100545143
9332,100545153
9333,100545162
9334,100545166
9335,100545171
9336,100545186
9337,100545191
9338,100545205
9339,100545210
9340,100545284
9341,100545319
9342,100545358
9343,100545377
9344,100545386
9345,100545400
9347,100545441
9348,100545456
9349,100545466
9350,100545494
9352,100545525
9353,100545557
9355,100545610
9356,100545651
9357,100545720
9358,100545725
9359,100545747
9360,100545752
9362,100545790
9364,100545809
9366,100545850
9367,100545918
9368,100545949
9369,100545954
9370,100545964
9371,100545969
9372,100545974
9373,100545984
9375,100545999
9376,100546012
9377,100546029
9378,100546068
9379,100546089
9380,100546099
9381,100546116
9382,100546198
9383,100546203
9384,100546221
9385,100546255
9386,100546273
9388,100546305
9389,100546318
9390,100546327
9391,100546370
9392,100546400
9393,100546404
9394,100546414
9396,100546424
9398,100546434
9399,100546454
9400,100546459
9402,100546495
9403,100546500
9404,100546534
9405,100546544
9407,100546564
9408,100546579
9409,100546589
9410,100546604
9411,100546688
9412,100546745
9413,100546754
9414,100546815
9416,100546884
9417,100546904
9418,100546914
9419,100546968
9420,100546977
9421,100547026
9422,100547049
9423,100547072
9424,100547106
9425,100547131
9426,100547141
9427,100547146
9428,100547151
9429,100547166
9431,100547194
9432,100547246
9433,100547251
9434,100547297
9435,100547312
9436,100547352
9437,100547424
9438,100547429
9439,100547439
9440,100547481
9441,100547486
9442,100547542
9443,100547552
9445,100547581
9446,100547586
9447,100547671
9448,100547675
9449,100547702
9450,100547739
9451,100547753
9452,100547758
9453,100547763
9454,100547773
9455,100547791
9456,100547805
9457,100547827
9458,100547918
9459,100547946
9460,100547956
9462,100547983
9463,100548014
9464,100548111
9466,100548125
9467,100548134
9468,100548153
9469,100548158
9470,100548172
9471,100548177
9472,100548186
9473,100548212
9474,100548221
9475,100548226
9476,100548276
9477,100548281
9478,100548335
9479,100548360
9481,100548383
9482,100548398
9484,100548478
9485,100548493
9486,100548498
9487,100548508
9488,100548518
9489,100548528
9493,100548570
9494,100548575
9495,100548596
9496,100548621
9497,100548626
9499,100548649
9501,100548717
9503,100548761
9504,100548801
9505,100548815
9506,100548839
9507,100548848
9508,100548888
9509,100548911
9510,100548916
9513,100549075
9514,100549090
9516,100549100
9517,100549144
9518,100549170
9519,100549207
9520,100549220
9521,100549239
9522,100549244
9523,100549314
9524,100549328
9525,100549353
9526,100549378
9527,100549391
9528,100549421
9529,100549431
9530,100549463
9531,100549473
9532,100549487
9535,100549515
9536,100549530
9537,100549559
9538,100549605
9539,100549677
9540,100549687
9541,100549692
9543,100549707
9544,100549717
9545,100549780
9546,100549815
9547,100549850
9548,100549860
9550,100549896
9551,100549922
9552,100550014
9553,100550048
9555,100550130
9556,100550145
9557,100550165
9558,100550175
9559,100550180
9561,100550190
9562,100550214
9563,100550218
9564,100550223
9565,100550245
9569,100550346
9570,100550377
9572,100550406
9574,100550431
9575,100550436
9576,100550451
9577,100550456
9578,100550489
9579,100550498
9580,100550525
9581,100550530
9582,100550635
9583,100550659
9584,100550674
9585,100550679
9586,100550683
9587,100550692
9589,100550715
9591,100550730
9592,100550740
9593,100550745
9594,100550755
9597,100550803
9598,100550808
9599,100550813
9600,100550836
9601,100550855
9602,100550880
9603,100550893
9605,100550962
9606,100551017
9609,100551037
9611,100551052
9612,100551072
9613,100551077
9614,100551119
9615,100551129
9616,100551146
9618,100551165
9620,100551175
9621,100551241
9622,100551245
9623,100551250
9624,100551270
9626,100551280
9627,100551290
9628,100551295
9629,100551304
9630,100551324
9632,100551406
9633,100551420
9634,100551438
9635,100551448
9636,100551453
9639,100551527
9640,100551536
9641,100551553
9642,100551563
9643,100551573
9645,100551593
9646,100551608
9647,100551623
9648,100551675
9650,100551755
9652,100551799
9653,100551813
9654,100551818
9655,100551885
9656,100551890
9657,100551906
9658,100551926
9659,100551936
9660,100551988
9661,100551997
9662,100552007
9665,100552059
9667,100552089
9670,100552134
9672,100552159
9673,100552164
9676,100552216
9677,100552241
9678,100552246
9679,100552266
9680,100552324
9681,100552329
9682,100552343
9683,100552356
9684,100552376
9685,100552390
9686,100552408
9687,100552418
9688,100552443
9689,100552468
9690,100552473
9691,100552483
9692,100552523
9693,100552546
9694,100552564
9695,100552629
9696,100552652
9697,100552671
9698,100552744
9699,100552768
9700,100552773
9701,100552797
9702,100552852
9703,100552862
9705,100552915
9706,100552965
9707,100552979
9708,100553006
9709,100553015
9711,100553043
9712,100553105
9713,100553148
9714,100553162
9715,100553222
9716,100553258
9717,100553272
9718,100553276
9719,100553298
9720,100553308
9722,100553333
9723,100553343
9724,100553393
9725,100553407
9726,100553421
9727,100553431
9728,100553441
9729,100553455
9730,100553500
9732,100553545
9733,100553575
9734,100553580
9735,100553594
9736,100553608
9738,100553648
9739,100553674
9740,100553712
9741,100553725
9742,100553781
9743,100553786
9744,100553806
9745,100553811
9747,100553831
9748,100553846
9750,100553901
9752,100553946
9753,100553956
9756,100553989
9757,100554004
9758,100554013
9760,100554085
9761,100554095
9762,100554120
9763,100554143
9764,100554230
9765,100554239
9766,100554295
9767,100554335
9768,100554340
9769,100554354
9770,100554386
9771,100554453
9772,100554458
9773,100554545
9775,100554614
9776,100554685
9777,100554690
9780,100554721
9781,100554726
9782,100554735
9783,100554749
9784,100554758
9785,100554784
9786,100554833
9787,100554856
9790,100554926
9791,100554931
9792,100554941
9793,100554946
9795,100554970
9796,100554975
9798,100555057
9799,100555067
9800,100555082
9801,100555109
9802,100555124
9804,100555168
9806,100555195
9807,100555208
9811,100555258
9812,100555268
9813,100555288
9814,100555298
9815,100555308
9816,100555328
9817,100555353
9818,100555358
9819,100555363
9820,100555368
9821,100555396
9822,100555464
9823,100555479
9824,100555493
9825,100555519
9826,100555536
9828,100555592
9829,100555636
9830,100555651
9831,100555661
9833,100555698
9835,100555792
9836,100555797
9837,100555812
9839,100555837
9840,100555857
9841,100555872
9842,100555902
9843,100555922
9844,100555927
9845,100555937
9847,100555975
9848,100555993
9849,100556007
9850,100556047
9851,100556073
9852,100556078
9853,100556091
9854,100556100
9855,100556142
9856,100556154
9857,100556159
9858,100556174
9859,100556184
9860,100556229
9861,100556252
9862,100556265
9863,100556333
9866,100556393
9867,100556476
9868,100556540
9869,100556568
9870,100556573
9871,100556620
9872,100556696
9873,100556701
9875,100556726
9876,100556736
9877,100556746
9878,100556766
9879,100556786
9880,100556791
9881,100556795
9882,100556818
9883,100556823
9886,100556864
9887,100557047
9888,100557056
9891,100557183
9892,100557234
9893,100557238
9894,100557243
9895,100557309
9896,100557314
9897,100557323
9899,100557343
9900,100557353
9901,100557358
9902,100557368
9903,100557373
9904,100557393
9905,100557408
9906,100557413
9907,100557426
9908,100557431
9909,100557460
9910,100557483
9911,100557660
9913,100557670
9914,100557697
9915,100557730
9916,100557735
9917,100557744
9919,100557764
9920,100557793
9921,100557798
9922,100557871
9923,100557876
9924,100557885
9926,100557908
9927,100557918
9928,100557937
9929,100557955
9930,100557976
9931,100558012
9932,100558025
9933,100558044
9934,100558144
9935,100558149
9936,100558164
9937,100558169
9938,100558189
9940,100558209
9942,100558224
9944,100558309
9945,100558314
9946,100558329
9947,100558334
9948,100558349
9949,100558354
9950,100558359
9951,100558364
9952,100558453
9953,100558506
9954,100558519
9957,100558582
9958,100558597
9959,100558601
9960,100558606
9962,100558700
9963,100558723
9964,100558767
9965,100558772
9966,100558812
9967,100558826
9968,100558836
9970,100558906
9972,100558949
9973,100558968
9974,100558987
9975,100558992
9976,100559007
9977,100559027
9979,100559047
9980,100559052
9982,100559187
9983,100559217
9984,100559235
9986,100559276
9988,100559291
9989,100559305
9990,100559314
9992,100559347
9996,100559435
9997,100559449
10002,100559493
10003,100559508
10004,100559528
10007,100559558
10008,100559568
10009,100559572
10010,100559577
10011,100559665
10012,100559670
10013,100559675
10017,100559732
10018,100559742
10021,100559896
10022,100559936
10023,100559953
10024,100559990
10026,100560010
10027,100560015
10028,100560025
10029,100560030
10030,100560035
10031,100560040
10032,100560045
10034,100560120
10035,100560125
10036,100560146
10037,100560165
10038,100560173
10039,100560182
10040,100560266
10041,100560271
10043,100560329
10044,100560354
10046,100560383
10047,100560403
